Brand,Series,Model,Price
Mercedes - Benz,E,200 Elegance,500000
Fiat,Tipo,1.4 S,200000
Toyota,Corolla,1.3 XE,280000
Ford,Mondeo,2.0 Ghia,260000
Hyundai,Accent,1.3 LS,215000
Renault,R 19,1.6 Europa RT,185000
Renault,R 19,1.9 Europa RL,99000
Fiat,Tipo,2.0 ie,200000
Ford,Escort,1.6 CL,182000
Renault,R 9,1.4 Broadway RN,285000
Skoda,Felicia,1.3 GLX,198000
Ford,Mondeo,2.0 Ghia,275000
Hyundai,Accent,1.5 GLS,275000
Opel,Vectra,2.5 CDX,398000
Rover,416,Si,195000
Fiat,Tempra,1.6 ie SLX,252500
Tofaş,Şahin,S,244999
Volkswagen,Polo,1.6,250000
BMW,5 Serisi,520i Standart,490000
Hyundai,Accent,1.5 GLS,295000
Volkswagen,Polo,1.6 Classic,290000
Tofaş,Doğan,SLX ie,350000
Renault,R 9,1.4 Spring,190000
Fiat,Uno,70 S,162000
Toyota,Corolla,1.6 XEi,375000
Fiat,Tipo,1.4 S,195000
Volkswagen,Polo,1.6,300000
Opel,Corsa,1.4 Swing,245000
Volkswagen,Polo,1.4 Sportline,275000
Fiat,Uno,1.4 ie SX,195000
Toyota,Corolla,1.6 XEi,360000
Ford,Escort,1.6 CLX,205000
Mazda,323,1.8 Familia,220000
Renault,R 9,1.4 Broadway RNi,176500
Opel,Corsa,1.4 GLS,265000
Toyota,Corolla,1.6 GLi,325000
Fiat,Tipo,1.6 SX,240000
Honda,Civic,1.4 1.4i,295000
Renault,Laguna,2.0 RXE,250000
Renault,R 19,1.4 Beymen Club,190000
Renault,R 9,1.4 Broadway RN,240000
Fiat,Tempra,1.6 ie SLX,260000
Renault,Clio,1.4 RT,250000
Tofaş,Doğan,SLX,280000
Ford,Mondeo,2.0 GLX,288000
Volkswagen,Polo,1.6 Classic,279000
Fiat,Tipo,1.4 S,220000
Tofaş,Şahin,S,275000
Volkswagen,Polo,1.4,220000
Toyota,Corolla,1.3 XL,300000
Skoda,Felicia,1.3 GLX,230000
Toyota,Corolla,1.3 XL,257000
Toyota,Corolla,1.3 XE,310000
Toyota,Corolla,1.6 XLi,395000
Honda,Shuttle,2.2 LS,390000
Fiat,Uno,70 S,249000
Volvo,S40,2.0,245000
Opel,Corsa,1.4 GLS,265000
Volkswagen,Polo,1.6 Classic,278000
Opel,Corsa,1.4 Swing,275000
Fiat,Tempra,1.6 S,225000
Renault,R 12,Toros,184000
Toyota,Corolla,1.3 XE,295000
Opel,Astra,1.6 GLS,320000
Fiat,Uno,70 S,170000
Opel,Corsa,1.4 Swing,275808
Volkswagen,Polo,1.6 Classic,295000
Fiat,Uno,70 S,200000
Volkswagen,Polo,1.6 Classic,265000
Toyota,Corolla,1.3 XL,283000
Opel,Corsa,1.4 GLS,310000
Renault,Twingo,1.2 Base,190000
Fiat,Tipo,1.4 ie,150000
Volkswagen,Polo,1.6 Classic,230000
Toyota,Corolla,1.3 XL,330000
Volkswagen,Polo,1.6 Classic,238000
Renault,R 9,1.4 Broadway RL,235000
Renault,R 9,1.4 Broadway RNi,225000
Opel,Vectra,1.6 GL,296000
Opel,Astra,1.6 GLS,320000
Fiat,Tipo,1.6 SLX,240000
Peugeot,406,2.0 SV,280000
Fiat,Tempra,1.6 SX,230000
Honda,Accord,2.0 LS,380000
Opel,Astra,1.6 GLS,265000
Volkswagen,Polo,1.6,275000
Opel,Corsa,1.4 GLS,298000
Tofaş,Doğan,S,255000
Fiat,Marea,1.6 ELX,250000
Opel,Vectra,2.0 GLS,290000
Opel,Tigra,1.6,270000
Opel,Astra,1.6 GLS,260000
Ford,Mondeo,2.0 Ghia,280000
Renault,R 19,1.4 Beymen Club,190000
Tofaş,Doğan,SLX,125000
Opel,Corsa,1.4 Swing,255000
Renault,R 19,1.6 Europa RT,260000
Hyundai,Accent,1.5 GLS,260000
Volkswagen,Polo,1.6,225000
Opel,Vectra,2.0 CD,280000
Hyundai,Accent,1.5 GLS,185000
Opel,Corsa,1.4 GLS,250000
Peugeot,306,1.6 Diamond,225000
Fiat,Tipo,1.4 SX ie,215000
Toyota,Corolla,1.6 GLi,405000
Renault,R 19,1.4 Europa RT,200000
Mazda,323,1.6 GL,235000
Fiat,Uno,70 SXie,230000
Fiat,Uno,70 S,200000
Ford,Escort,1.8 CLX,195000
Hyundai,Accent,1.5 GLS,303000
Renault,R 9,1.4 Broadway RN,210000
Volkswagen,Golf,1.6 Sport,325000
Renault,R 19,1.4 Europa RN,225000
Fiat,Uno,70 SX,190000
Hyundai,Accent,1.5 GLS,225000
Opel,Vectra,2.0 CD,260000
Volkswagen,Passat,1.8 Trendline,335000
Tofaş,Doğan,S,165000
Volkswagen,Passat,1.8 T Basic,365000
Renault,R 9,1.4 Broadway RN,232500
Mercedes - Benz,E,200 Elegance,425000
Mercedes - Benz,SLK,200,550000
Ford,Mondeo,2.0 Ghia,299000
Opel,Astra,1.6 GL,275000
Hyundai,Accent,1.3 LS,215000
Opel,Corsa,1.4 GLS,245000
Opel,Vectra,2.0 GLS,250000
Toyota,Corolla,1.6 GLi,355000
Toyota,Corolla,1.6 XEi,345000
Fiat,Uno,70 S,169000
Fiat,Uno,70 SXie,230000
Renault,R 9,1.4 Broadway RN,255000
Toyota,Carina,2.0,275000
Renault,Clio,1.4 RT,205000
Volkswagen,Polo,1.6 Classic,230000
Volkswagen,Passat,1.8 Basic,350000
Hyundai,Accent,1.5 GLS,235000
Toyota,Corolla,1.6 XLi,345000
Hyundai,Accent,1.5 GLS,200000
Renault,R 9,1.4 Broadway RL,230000
Toyota,Corolla,1.6 GLi,330000
Volkswagen,Polo,1.6 Classic,275000
Opel,Vectra,2.0 GLS,210000
Renault,Laguna,2.0 RXE,225000
Renault,R 19,1.4 Europa RN,200000
Renault,Clio,1.4 RT,205000
Mazda,323,1.8 Familia,280000
Volkswagen,Golf,1.6 Sport,265000
Volkswagen,Polo,1.6,248000
Skoda,Felicia,1.3,180000
Mercedes - Benz,E,200 Elegance,575000
Renault,Twingo,1.2 Pack,245000
Volkswagen,Passat,1.8 T Basic,350000
Ford,Mondeo,2.0 GLX,230000
Renault,R 19,1.8 Europa RTI,235000
Honda,Civic,1.6 LS,240000
Mazda,323,1.6 GLX,215000
BMW,5 Serisi,520i Standart,430000
Hyundai,Accent,1.3 LS,217000
Honda,Civic,1.6 LS,315000
Opel,Corsa,1.6 GSi,220000
BMW,3 Serisi,316i Standart,320000
Renault,R 19,1.4 Europa RT,200000
Opel,Astra,1.6 GLS,270000
Toyota,Corolla,1.3 XE,285000
Ford,Mondeo,2.0 Ghia,250000
Opel,Corsa,1.4 Swing,280000
Toyota,Corolla,1.3 XE,305000
Opel,Vectra,2.0 GLS,279000
Opel,Vectra,2.0 GLS,299750
Renault,R 9,1.4 Broadway RN,255000
Renault,R 9,1.4 Broadway RN,240000
Opel,Astra,1.6 GLS,235000
Fiat,Uno,70 SX,185000
Opel,Corsa,1.6 GSi,227000
Opel,Vectra,1.6 GL,260000
Opel,Corsa,1.4 Swing,290000
Fiat,Tipo,1.4 S,165000
Toyota,Corolla,1.3 XL,270000
Mercedes - Benz,SLK,230 Kompressor,400000
Fiat,Marea,2.0 HLX,245000
Opel,Astra,1.6 GL,245000
BMW,3 Serisi,318is,470000
Volkswagen,Passat,1.8 T Comfortline,388000
Opel,Vectra,2.0 GLS,320000
Opel,Vectra,2.0 GLS,330000
Toyota,Corolla,1.6 GLi,295000
Volkswagen,Passat,1.8 Basic,370000
Renault,R 19,1.6 Europa RT,227000
Volkswagen,Passat,1.8 T Comfortline,400000
Ford,Mondeo,2.0 Ghia,265000
Volkswagen,Passat,1.8 T Highline,365000
Toyota,Corolla,1.3 XE,240000
Toyota,Corolla,1.6 GLi,364900
Opel,Vectra,2.0 CD,280000
Mazda,323,1.8 Familia,247500
Hyundai,Accent,1.3 LS,210000
Hyundai,Accent,1.3 LS,215000
Opel,Astra,1.4 GLS,255000
Renault,Clio,1.4 RT,240000
Mercedes - Benz,E,200 Avantgarde,480000
Volkswagen,Polo,1.6,250000
Volkswagen,Passat,1.8,330000
BMW,3 Serisi,316i Standart,305000
Mercedes - Benz,E,200 Elegance,565000
Toyota,Corolla,1.6 XEi,360000
Volkswagen,Passat,1.8 T Comfortline,375000
BMW,5 Serisi,520i Standart,489750
Mercedes - Benz,E,200 Elegance,575000
Toyota,Corolla,1.3 XE,285000
Hyundai,Elantra,1.8 GLS,285000
BMW,3 Serisi,316i Standart,350000
Opel,Astra,1.6 GLS,295000
Volkswagen,Passat,1.8 T Comfortline,350000
Toyota,Carina,2.0 GLi,350000
Ford,Escort,1.3 CL,150000
Mazda,323,1.6 GLX,290000
Opel,Vectra,2.0 GLS,280000
Volkswagen,Polo,1.6 Classic,250000
Opel,Vectra,2.0 CD,275000
Volkswagen,Passat,1.8 T Comfortline,320000
Citroen,Xantia,2.0 SX,200000
Opel,Vectra,2.0 GLS,277000
Toyota,Corolla,1.6 XLi,315000
Renault,R 9,1.4 Broadway RN,160000
Renault,R 9,1.4 Broadway RN,170000
Tofaş,Doğan,SLX ie,275000
Honda,Civic,1.6 LS,325000
Toyota,Corolla,1.6 XLi,345000
Volkswagen,Polo,1.6 Classic,210000
Mercedes - Benz,C,C 200 Classic,425000
Opel,Vectra,2.0 GLS,240000
Opel,Astra,1.4 GLS,265000
BMW,3 Serisi,316i Standart,315000
Opel,Vectra,2.0 GLS,295000
Renault,R 19,1.6 Europa RT,198000
Opel,Vectra,2.0 GLS,270500
Toyota,Carina,2.0 GLi,299000
Audi,A3,A3 Sportback 1.8 Ambiente,320000
Renault,R 9,1.4 Broadway RNi,205000
Opel,Vectra,1.6 GL,249000
Hyundai,Accent,1.5 GLS,285000
Toyota,Carina,2.0 GLi,330000
Hyundai,Elantra,1.8 GLS,220000
BMW,5 Serisi,520i Standart,510000
Volkswagen,Polo,1.6,205000
Mercedes - Benz,E,200 Elegance,540000
Hyundai,Accent,1.5 GT,196000
BMW,3 Serisi,320i,545000
Opel,Vectra,2.0 GLS,285000
Opel,Vectra,1.6 GL,350000
Peugeot,106,XR,280000
Opel,Vectra,2.0 CD,270000
Renault,R 19,1.6 Europa RT,255000
Toyota,Corolla,1.6 XLi,347500
Opel,Vectra,1.6 GL,295000
Ford,Escort,1.6 CLX,255000
Opel,Astra,1.6 GL,265000
Honda,Accord,2.0 ES,310000
Opel,Vectra,2.0 GLS,275000
Audi,A4,A4 Sedan 1.8,241500
Tofaş,Doğan,SLX,225000
Volkswagen,Polo,1.6,232500
Audi,A4,A4 Sedan 1.8 T Quattro,339000
Opel,Astra,1.6 GLS,305000
Toyota,Corolla,1.6 XEi,310000
Volkswagen,Polo,1.6 Classic,230000
Opel,Vectra,2.5 CDX,320000
Peugeot,306,1.8 XR,245000
Peugeot,406,2.0 SV,300000
Fiat,Tipo,1.4 S,195000
Honda,Civic,1.6 LS,310000
Toyota,Corolla,1.3 XL,245000
Renault,R 19,1.6 Europa RT,265000
Fiat,Tipo,1.4 S,195000
Opel,Vectra,2.0 CD,275000
Mercedes - Benz,E,200 Elegance,420000
Hyundai,Accent,1.5 GLS,305000
Volkswagen,Passat,1.8 Basic,290000
Mercedes - Benz,E,200 Elegance,650000
Toyota,Corolla,1.6 GLi,390000
BMW,3 Serisi,316i Standart,485000
Volkswagen,Passat,1.9 TDi Comfortline,365000
Opel,Vectra,2.0 CD,225000
Hyundai,Accent,1.3 LS,169000
Renault,Laguna,2.0 RXE,265000
Renault,R 19,1.4 Europa RN,225000
Mazda,323,1.5 Familia,277750
Mazda,Lantis,1.8,330000
Volkswagen,Polo,1.6 Classic,270000
Opel,Vectra,1.6 GL,210000
Volvo,V40,2.0,390000
Mercedes - Benz,E,230 Elegance,680000
Toyota,Carina,2.0,245000
Opel,Vectra,2.0 CD,290000
Renault,Laguna,2.0 RXE,155000
Opel,Corsa,1.4 Swing,255000
Mazda,323,1.6 i,207000
Ford,Mondeo,2.0 GLX,204000
Volkswagen,Passat,1.8 T Highline,375000
Hyundai,Accent,1.5 GLS,335000
Volkswagen,Passat,1.8 T Comfortline,375000
Mazda,323,1.5 Practica,250000
Mercedes - Benz,E,200 Avantgarde,400000
Opel,Astra,1.6 GL,255000
BMW,5 Serisi,520i Standart,367500
Renault,R 19,1.4 Europa RN,215000
Hyundai,Accent,1.5 GLS,270000
Opel,Vectra,2.0 CDX,185000
Volkswagen,Passat,1.8 T Comfortline,425000
Ford,Mondeo,2.0 Ghia,250000
Ford,Escort,1.6 CL,170000
Renault,Laguna,2.0 RXE,210000
Toyota,Corolla,1.6 XEi,324000
Renault,R 19,1.4 Europa RL,197000
Volkswagen,Passat,1.8 Comfortline,290000
Opel,Vectra,2.0 CD,285000
Mazda,323,1.8 Familia,280000
Opel,Corsa,1.4 Swing,235000
Toyota,Corolla,1.6 XEi,285000
Toyota,Corolla,1.6 XLi,295000
Mercedes - Benz,E,200 Elegance,370000
Opel,Astra,1.6 GLS,230000
Nissan,Primera,1.6 GX,290000
Hyundai,Sonata,2.0 GLS,190000
Renault,R 19,1.4 Europa RL,236000
BMW,3 Serisi,320i,500000
Ford,Escort,1.8 CLX,200000
Toyota,Corolla,1.3 XE,255000
Renault,R 9,1.4 Broadway RN,240000
BMW,5 Serisi,525tds Standart,430000
Renault,Laguna,2.0 RXE,345000
Toyota,Corolla,1.6 GLi,339000
Mazda,Lantis,1.8,290000
Hyundai,Accent,1.3 LS,185000
Ford,Mondeo,2.0 Ghia,195000
Opel,Vectra,1.6 GL,240000
Tofaş,Şahin,S,175000
Opel,Vectra,2.0 GLS,275000
Volkswagen,Polo,1.6,235000
Opel,Astra,1.6 GLS,350000
Hyundai,Accent,1.5 GLS,230000
BMW,5 Serisi,520i Standart,420000
Peugeot,106,XN,260000
Opel,Vectra,1.6 GL,273000
Renault,R 19,1.6 Europa RT,238000
Toyota,Corolla,1.6 GLi,419900
Opel,Vectra,2.0 CD,355000
Kia,Sephia,1.6 GTX,185000
Opel,Astra,1.6 GLS,295000
Opel,Vectra,2.0,250000
BMW,3 Serisi,320i,459000
Honda,Accord,2.0 ES,349000
Mercedes - Benz,E,200 Elegance,575000
Hyundai,Accent,1.5 GLS,230000
Renault,R 9,1.4 Broadway RL,260000
Renault,R 19,1.6 Europa RT,240000
Opel,Astra,1.6 GL,255000
Opel,Vectra,1.6 GL,285000
Renault,Clio,1.4 RT,205000
Toyota,Corolla,1.6 GLi,365000
Opel,Vectra,2.0 CD,270000
Ford,Mondeo,2.0 Ghia,250000
Volkswagen,Passat,1.8 T Comfortline,299999
Opel,Corsa,1.4 Swing,260000
Renault,R 19,1.6 Europa RT,240000
Honda,Civic,1.4 1.4i,205000
BMW,3 Serisi,316i Standart,370000
BMW,3 Serisi,318is,360000
Renault,R 19,1.4 Europa RN,225000
Mercedes - Benz,E,200 Elegance,525000
Renault,R 9,1.4 Broadway RN,290000
Hyundai,Accent,1.5 GLS,230000
Opel,Vectra,1.6,290000
Hyundai,Elantra,1.8 GLS,285000
Renault,R 9,1.4 Broadway RNi,175000
Toyota,Corolla,1.6 GLi,385000
Tofaş,Doğan,S,205000
Opel,Vectra,2.0 GLS,255000
Opel,Vectra,2.0 CD,250000
Ford,Mondeo,2.0 Ghia,255000
Citroen,Saxo,1.4 SX,150000
Volkswagen,Polo,1.6 Classic,234750
Kia,Sephia,1.6 GTX,188000
Renault,R 19,1.4 Europa RL,245000
Nissan,Primera,2.0 SE,228000
Opel,Vectra,2.0 CD,265000
Renault,R 19,1.6 Europa RTE,220000
Volkswagen,Vento,1.6 GL,250000
Renault,Twingo,1.2 Pack,230000
Opel,Vectra,2.0 GLS,280000
Mercedes - Benz,E,230 Avantgarde,495000
Toyota,Corolla,1.6 XEi,365000
Hyundai,Accent,1.5 GLS,275000
Renault,R 19,1.9 Europa RN,160000
Opel,Astra,1.6 GL,270000
Mercedes - Benz,S,S 500 500 L,1150000
Opel,Vectra,2.0 CD,290000
Opel,Vectra,2.5 CDX,326500
Hyundai,Accent,1.3 LS,199000
Tofaş,Kartal,S,177000
Opel,Vectra,2.0 CD,340000
Toyota,Corolla,1.6 GLi,375000
Hyundai,Accent,1.3 LS,180000
Renault,R 9,1.6 Broadway,205000
Hyundai,Accent,1.3 LS,195000
Kia,Sephia,1.6 GTX,170000
Renault,Laguna,2.0 RXE,245000
Mercedes - Benz,C,C 200 Elegance,475000
Toyota,Corolla,1.6 XEi,330000
Toyota,Corolla,1.6 XEi,340000
Opel,Vectra,2.0 CD,250000
Toyota,Corolla,1.6 XLi,315000
Honda,Accord,2.0 ES,260000
Opel,Astra,1.6 GLS,350000
Fiat,Tipo,1.4 S,275000
Renault,R 19,1.4 Beymen Club,200000
Opel,Vectra,2.0 GLS,265000
Opel,Corsa,1.4 Swing,227000
Hyundai,Accent,1.5 GLS,257500
Renault,R 9,1.4 Broadway RN,205000
Hyundai,Accent,1.3 LS,235000
Volkswagen,Passat,1.8 Trendline,330000
Peugeot,406,2.0 SV,249000
Toyota,Corolla,1.6 XEi,385000
Toyota,Corolla,1.6 GLi,385000
Mazda,626,2.0,225000
Renault,Laguna,2.0 RXE,275000
Fiat,Uno,70 SX,175000
Honda,Civic,1.4 1.4i,290000
Opel,Astra,1.6 GL,280000
Hyundai,Accent,1.5 LS,220000
Ford,Mondeo,2.0 Ghia,188000
Ford,Mondeo,2.0 GLX,245000
Honda,Civic,1.4 1.4i,370000
Opel,Vectra,2.0 CD,335000
Volkswagen,Passat,1.8 Basic,375000
Tofaş,Şahin,S,164900
Tofaş,Şahin,1.6,180000
Opel,Astra,1.6 GLS,290000
Renault,R 19,1.6 Europa RT,200000
Opel,Astra,1.6 GLS,295000
Fiat,Uno,70 SX,180000
Honda,Civic,1.4 S,400000
Audi,A4,A4 Sedan 1.8,300000
Toyota,Corolla,1.6 XEi,360000
BMW,5 Serisi,520i Standart,450000
Volkswagen,Passat,1.8 Basic,315000
Renault,R 9,1.4 Broadway RN,267500
Volkswagen,Polo,1.4 Sportline,255000
Opel,Vectra,2.0 CD,265000
Volvo,S40,2.0,385000
Renault,R 9,1.4 Broadway RNi,170000
Renault,R 19,1.4 Europa RN,180000
Opel,Corsa,1.4 Swing,250005
Volkswagen,Passat,1.8 T Highline,400000
Opel,Vectra,1.6 GL,355000
Opel,Vectra,2.0 CD,270000
Mercedes - Benz,E,200 Elegance,560000
Nissan,Primera,1.6 SLX,298000
Hyundai,Accent,1.3 LS,195000
Opel,Corsa,1.4 Swing,275000
Honda,Civic,1.4 1.4i,360000
Renault,R 9,1.4 Broadway,240000
Tofaş,Kartal,SLX,250000
Volkswagen,Passat,1.8 T Highline,385000
Hyundai,Accent,1.3 LS,195000
Fiat,Tipo,1.4 S,163000
Volkswagen,Polo,1.6 Classic,275000
Opel,Vectra,1.6 GL,255000
Mercedes - Benz,C,C 200 Elegance,495000
Tofaş,Doğan,SLX,250000
Opel,Vectra,2.0,320000
Mercedes - Benz,E,200 Elegance,675000
Opel,Vectra,1.6 GL,350000
Fiat,Tipo,1.4 S,220000
Ford,Mondeo,2.0 Ghia,225000
Opel,Astra,1.6 GL,230000
Opel,Astra,1.6 GLS,250000
Toyota,Corolla,1.6 XEi,370000
Opel,Vectra,2.0 CD,275000
Toyota,Corolla,1.3 XL,265000
Fiat,Tipo,1.6 SX,240000
Renault,R 9,1.4 Broadway RN,215000
Ford,Mondeo,2.0 GLX,268000
Fiat,Tipo,1.4 S,165000
Opel,Vectra,2.0 CD,310000
Opel,Vectra,2.0 CD,300000
Opel,Vectra,2.0 CD,250000
Renault,R 19,1.4 1.4i,185000
Nissan,Primera,1.6 SLX,200000
Toyota,Corolla,1.6 GLi,390000
Opel,Vectra,2.0 GLS,265000
Opel,Astra,1.6 GLS,280000
Opel,Astra,1.6 GLS,238000
Volkswagen,Passat,1.8,315000
Opel,Vectra,2.0 GLS,290000
Toyota,Corolla,1.6 GLi,365000
Mazda,323,1.8 Familia,215000
Opel,Vectra,1.6,245000
Ford,Mondeo,2.0 Ghia,265000
Audi,A4,A4 Sedan 1.6,365000
Tofaş,Doğan,SLX,125000
Fiat,Uno,70 S,200000
Fiat,Tipo,1.4 S,205000
Nissan,Maxima,2.0 QX,280000
Opel,Vectra,2.0 CD,275000
Opel,Astra,1.6 GLS,289500
Hyundai,Accent,1.3 LS,225000
Opel,Vectra,1.6 GL,265000
Opel,Vectra,1.6 GL,285000
Opel,Astra,1.6 GLS,260000
Opel,Vectra,2.0 GLS,315000
Honda,Civic,1.4 1.4i,355000
Nissan,Primera,1.6 GX,310000
Toyota,Corolla,1.3 XE,250000
Renault,R 19,1.6 Europa RT,260000
Hyundai,Accent,1.3 LS,230000
Volkswagen,Golf,1.6,300000
Tofaş,Şahin,S,200000
Hyundai,Accent,1.3 LS,220000
Honda,Civic,1.4 1.4i,355000
Opel,Vectra,1.6 GL,238000
Ford,Mondeo,2.0 GLX,220000
Renault,R 9,1.4 Broadway RN,260000
Renault,R 19,1.6 Europa RT,209000
Nissan,Primera,2.0 SE,280000
Renault,R 19,1.4 1.4i,260000
Opel,Astra,1.6 GL,220000
Renault,Laguna,2.0 RXE,335000
Fiat,Uno,1.4 ie,190000
Opel,Corsa,1.4 Swing,250000
Volkswagen,Passat,1.8 Basic,330000
Fiat,Tipo,1.6 S,215000
Volkswagen,Polo,1.6 Classic,265000
Renault,Twingo,1.2 Base,190000
Toyota,Carina,2.0,245000
Mazda,Lantis,1.8,265000
Renault,R 9,1.4 Broadway RN,195000
BMW,5 Serisi,520i Standart,400000
Honda,Civic,1.4 1.4i,370000
Opel,Vectra,1.6 GL,295000
Opel,Vectra,2.0 GLS,285000
Renault,R 19,1.6 Europa RT,230000
Toyota,Carina,2.0,270000
Renault,R 9,1.4 Broadway,265000
BMW,3 Serisi,318i Standart,350000
Opel,Vectra,2.0 CD,300000
Toyota,Corolla,1.6 XEi,340000
Hyundai,Elantra,1.8 GLS,230000
Fiat,Uno,70 S,190999
Mazda,323,1.8 Familia,225000
Renault,R 19,1.4 Beymen Club,235000
Renault,Twingo,1.2 Easy,225000
Honda,Civic,1.6 LS,280000
Volkswagen,Polo,1.6 Classic,310000
Renault,R 19,1.4 Beymen Club,185000
BMW,5 Serisi,520i Standart,460000
Mazda,323,1.5,245700
Fiat,Tipo,1.6 S,222500
Opel,Vectra,2.0 CD,287000
Renault,Laguna,2.0 RTI,275000
Volkswagen,Golf,1.6 Sport,200000
BMW,5 Serisi,520i Standart,510000
Opel,Vectra,2.0 CD,248000
Opel,Vectra,2.0 CD,320000
Ford,Mondeo,2.0 GLX,235000
Ford,Mondeo,2.0 Ghia,240000
Mazda,626,2.0 GLX,280000
BMW,3 Serisi,318is,340000
Renault,Clio,1.4 RT,215000
Renault,R 19,1.4 Europa RT,175000
Opel,Vectra,2.0 GLS,365000
Volkswagen,Golf,1.6 Sport,310000
Hyundai,Accent,1.3 LS,210000
Volkswagen,Passat,1.8 T Comfortline,300000
Opel,Omega,2.5 CD,289000
Opel,Astra,1.4 GL,225000
BMW,3 Serisi,316i Compact,240000
Toyota,Corolla,1.6 XEi,320000
Honda,Shuttle,2.2 ES,425000
Volkswagen,Polo,1.6,240000
Opel,Vectra,2.0 GLS,275000
Toyota,Corolla,1.3 XE,255000
BMW,5 Serisi,520i Standart,450000
Opel,Astra,1.6 GLS,300000
Volkswagen,Passat,1.8 Comfortline,315000
BMW,5 Serisi,520i Business,355000
Peugeot,406,2.0 SV,204000
Volkswagen,Golf,1.9 TDi,230000
Tofaş,Şahin,1.6,235000
BMW,5 Serisi,528i Standart,500000
Renault,R 19,1.6 Europa RNE,185000
Mercedes - Benz,E,200 Elegance,475000
Ford,Escort,1.6 CL,200000
Volkswagen,Golf,1.9 TDi,169500
Tofaş,Doğan,SLX,260000
Mercedes - Benz,E,200 Elegance,565000
Volkswagen,Passat,1.9 TDi Highline,245000
Tofaş,Doğan,S,165000
Volkswagen,Polo,1.6 Variant,365000
Suzuki,Swift,1.3 GLX,190000
Volkswagen,Polo,1.6,235000
Renault,R 19,1.6 Europa RNE,200000
Tofaş,Şahin,S,198000
Tofaş,Şahin,Şahin 5 Vites,115000
Ford,Escort,1.6 CL,225000
Daihatsu,Charade,1.5 Classic,295000
Hyundai,Accent,1.3 LS,170000
Tofaş,Doğan,SLX ie,260000
Tofaş,Şahin,S,180000
Renault,R 12,Toros,265000
Tofaş,Doğan,SL,205000
Tofaş,Doğan,SLX ie,200000
Tofaş,Doğan,SLX,250000
Ford,Escort,1.6 CLX,210000
Fiat,Tipo,1.6 SX,285000
Tofaş,Şahin,S,189000
Fiat,Uno,70 S,176000
Ford,Escort,1.6 CLX,310000
Tofaş,Doğan,SLX ie,250000
Tofaş,Kartal,SLX ie,335000
Fiat,Uno,70 SXie,185000
Tofaş,Doğan,SLX ie,300000
Volkswagen,Polo,1.6 Classic,235000
Renault,R 12,Toros,210000
Tofaş,Şahin,1.4,222500
Renault,R 12,Toros,330000
Volkswagen,Polo,1.6 Classic,345000
Tofaş,Kartal,S,250000
Tofaş,Şahin,S,210000
Tofaş,Doğan,S,198500
Renault,R 19,1.6 Europa RNE,220000
Fiat,Tipo,1.4 SX ie,187500
Suzuki,Swift,1.3 GLX,175000
Renault,R 19,1.6 Europa iE,210000
Tofaş,Şahin,1.6,275000
Tofaş,Şahin,1.6,250000
Tofaş,Doğan,SLX,240000
Tofaş,Şahin,1.4,170000
Ford,Escort,1.6 CL,230000
Ford,Ka,1.3,169000
Toyota,Corolla,1.6 GLi Special,360000
Toyota,Corolla,1.3 XL,225000
Hyundai,Accent,1.3 LS,170000
Ford,Ka,1.3,198000
Ford,Escort,1.6 CLX,204000
Renault,R 12,Toros,210000
Volkswagen,Polo,1.6 Classic,256500
Tofaş,Şahin,S,210000
Ford,Escort,1.8 CLX,290000
Ford,Fiesta,1.25 Flair,270000
Volkswagen,Polo,1.4 Sportline,350000
Mercedes - Benz,E,200 Elegance,1250000
Ford,Escort,1.6 CL,265000
Tofaş,Şahin,S,165500
Tofaş,Şahin,1.4,290000
Tofaş,Doğan,SLX ie,235000
Ford,Mondeo,2.5 Ghia,210000
Volkswagen,Golf,1.6 Sport,328000
Suzuki,Swift,1.3 GLX,195000
Fiat,Tipo,1.6 SLX,265000
Tofaş,Şahin,S,205000
Fiat,Tipo,1.6 SX,200000
Renault,R 19,1.4 Europa RNA,205000
Tofaş,Doğan,SLX ie,249000
Suzuki,Swift,1.3 GLX,290000
Toyota,Corolla,1.6 XEi,320000
Tofaş,Doğan,S,168500
Ford,Escort,1.6 CL,185000
Tofaş,Şahin,S,210000
Tofaş,Şahin,S,204000
Ford,Escort,1.6 CLX,230000
Renault,R 19,1.6 Europa RNE,225000
Renault,R 12,Toros,245000
Ford,Fiesta,1.25 Flair,282750
Fiat,Tempra,1.6 ie SLX,287000
Tofaş,Doğan,SLX ie,290000
Renault,R 12,Toros,240000
Ford,Fiesta,1.25 Flair,215000
Tofaş,Doğan,S,257000
Renault,R 19,1.6 Europa RNE,270000
Rover,216,Si,185000
Renault,R 9,1.4 Broadway RN,255000
Volkswagen,Polo,1.6 Classic,300000
Tofaş,Doğan,SLX ie,215000
Tofaş,Doğan,SLX ie,269000
Opel,Vectra,2.0 GLS,270000
Volkswagen,Polo,1.6 Classic,345000
Tofaş,Şahin,S,160000
Fiat,Tipo,1.6 SLX,285000
Ford,Escort,1.6 CLX,230000
Tofaş,Doğan,SLX ie,185000
Ford,Fiesta,1.25 Flair,260000
Tofaş,Doğan,SLX ie,290000
Tofaş,Şahin,S,185000
Tofaş,Şahin,1.4,170000
Tofaş,Şahin,S,189000
Fiat,Tipo,1.6 SX,215000
Renault,R 9,1.4 Broadway RN,300000
Tofaş,Şahin,S,200000
Suzuki,Swift,1.3 GLX,210000
